(15481,109909)
(15488,109913)
(15637,109927)
(15744,109937)
(16073,109960)
(17303,110000)
(18219,110028)
(18219,110031)
(18674,110056)
(316,110147)
(762,110153)
(1459,110201)
(2194,110233)
(3519,110289)
(5349,110353)
(5727,110370)
(6147,110400)
(7239,110424)
(7809,110442)
(7928,110447)
(10035,110525)
(10606,110550)
(11644,110600)
(11957,110608)
(12724,110654)
(14078,110738)
(14151,110740)
(15529,110817)
(18638,110925)
(19059,110954)
(19871,110995)
(945,111023)
(1209,111047)
(1285,111050)
(1432,111053)
(3248,111117)
(3513,111134)
(4317,111162)
(5144,111185)
(5737,111208)
(7690,111251)
(8251,111271)
(8422,111285)
(10455,111351)
(10692,111356)
(11115,111371)
(11574,111396)
(12248,111418)
(13109,111455)
(13213,111470)
(14432,111544)
(15821,111606)
(16206,111617)
(15819,111627)
(17335,111655)
(17354,111660)
(19089,111720)
(483,111773)
(1466,111799)
(1470,111802)
(2054,111816)
(2546,111836)
(3023,111850)
(3305,111855)
(4617,111902)
(5226,111911)
(5746,111928)
(5925,111931)
(5973,111936)
(6997,111959)
(7775,111967)
(10389,112045)
(11179,112061)
(12631,112105)
(12872,112119)
(13216,112138)
(13255,112142)
(13470,112152)
(13571,112160)
(13707,112164)
(13904,112174)
(13941,112181)
(14357,112196)
(14645,112197)
(14860,112208)
(15062,112209)
(15518,112239)
(15740,112244)
(16347,112255)
(16393,112262)
(16665,112263)
(17181,112273)
(17929,112283)
(18523,112302)
(18838,112307)
(18960,112321)
(19291,112338)
(204,112367)
(896,112373)
(1122,112381)
(1169,112384)
(3020,112424)
(4701,112471)
(6181,112493)
(8412,112519)
(8496,112528)
(9137,112544)
(9723,112562)
(11170,112585)
(11944,112596)
(12326,112612)
(12699,112620)
(13034,112630)
(13199,112640)
(13429,112645)
(13920,112656)
(14162,112661)
(15303,112688)
(15864,112699)
(18255,112732)
(18850,112735)
(2238,112811)
(2400,112814)
(3329,112823)
(3601,112829)
(3975,112837)
(4172,112839)
(4225,112844)
(4576,112852)
(5448,112853)
(5512,112854)
(6140,112861)
(6705,112864)
(7723,112870)
(8081,112872)
(9667,112912)
(11095,112928)
(11458,112930)
(12023,112948)
(12593,112951)
(13537,112963)
(14734,112983)
(18016,113027)
(19213,113043)
(19214,113047)
(19942,113070)
(948,113076)
(1192,113077)
(2059,113092)
(2808,113093)
(3829,113101)
(4383,113103)
(5716,113107)
(6773,113111)
(8297,113114)
(8865,113134)
(9250,113144)
(10211,113145)
(10993,113154)
(11979,113160)
(12719,113170)
(13166,113175)
(14235,113184)
(14648,113189)
(15222,113190)
(15376,113199)
(15378,113204)
(16364,113211)
(16776,113213)
(17809,113218)
(19332,113234)
(19419,113239)
(19559,113243)
(19662,113248)
(294,113250)
(1761,113251)
(1960,113255)
(3401,113259)
(8482,113261)
(8499,113262)
(8784,113265)
(9216,113267)
(10303,113269)
(11477,113273)
(12011,113275)
(13820,113279)
(15241,113280)
(16005,113283)
(18222,113284)
(18932,113288)
(18988,113292)
(0,0,0)

(10531,12,50)
(10531,212882)
(15665,9950,13500)
(18067,9950,14000)
(15665,9950,13500)
(18067,9955,14000)
(2495,9960,14000)
(15665,340495)
(2495,341495)
(18067,341500)
(19249,30000,47000)
(16564,573495)
(19249,583500)
(4083,647550)
(4441,674550)
(1533,2000,4000)
(5489,2005,3500)
(14345,2010,2500)
(17421,2015,3500)
(7496,2020,3700),(14345,2020,2500)
(14345,912495)
(5489,916490)
(17421,916500)
(7496,916900)
(1533,917200)
